duel,ply,algorithm,eval_name,order_name,depth,player_hp,npc_hp,player_potions,npc_potions,player_defending,npc_defending,best_action,best_score,minimax_nodes,alphabeta_nodes,pruned_nodes,cutoffs,prune_efficiency,evaluations,time_ms,is_last
34,28,alphabeta,balanced,default,4,14,54,0,1,False,False,ATTACK,1064,0,33,0,7,0.0,19,0.259,True
35,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,1.527,False
35,4,alphabeta,balanced,default,4,80,68,3,3,False,False,ATTACK,-12,0,234,0,31,0.0,167,1.714,False
35,6,alphabeta,balanced,default,4,65,53,3,3,False,False,ATTACK,-12,0,237,0,31,0.0,170,1.765,False
35,8,alphabeta,balanced,default,4,46,37,3,3,False,False,ATTACK,-6,0,234,0,30,0.0,168,1.762,False
35,10,alphabeta,balanced,default,4,28,37,3,3,True,False,POTION,9,0,248,0,31,0.0,180,2.011,False
35,12,alphabeta,balanced,default,4,28,62,3,2,True,False,POTION,24,0,240,0,34,0.0,172,1.761,False
35,14,alphabeta,balanced,default,4,28,87,3,1,True,False,ATTACK,33,0,211,0,30,0.0,147,1.563,False
35,16,alphabeta,balanced,default,4,18,87,3,1,True,False,ATTACK,43,0,140,0,25,0.0,92,1.058,False
35,18,alphabeta,balanced,default,4,33,87,2,1,False,False,ATTACK,47,0,184,0,27,0.0,126,1.325,False
35,20,alphabeta,balanced,default,4,40,87,1,1,False,False,ATTACK,50,0,206,0,30,0.0,140,2.092,False
35,22,alphabeta,balanced,default,4,25,87,1,1,True,False,ATTACK,56,0,182,0,28,0.0,122,2.243,False
35,24,alphabeta,balanced,default,4,16,87,1,1,True,False,ATTACK,65,0,129,0,25,0.0,81,1.178,False
35,26,alphabeta,balanced,default,4,32,87,0,1,False,False,ATTACK,1067,0,111,0,20,0.0,67,0.931,False
35,28,alphabeta,balanced,default,4,13,57,0,1,False,False,ATTACK,1067,0,33,0,7,0.0,19,0.284,True
36,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.687,False
36,4,alphabeta,balanced,default,4,82,62,3,3,False,False,ATTACK,-20,0,234,0,31,0.0,167,1.92,False
36,6,alphabeta,balanced,default,4,67,43,3,3,False,False,POTION,-27,0,225,0,26,0.0,161,1.798,False
36,8,alphabeta,balanced,default,4,67,52,3,2,False,False,ATTACK,-25,0,237,0,31,0.0,170,1.843,False
36,10,alphabeta,balanced,default,4,47,32,3,2,False,False,ATTACK,-22,0,238,0,30,0.0,171,1.865,False
36,12,alphabeta,balanced,default,4,29,32,3,2,True,False,POTION,-7,0,257,0,31,0.0,187,3.063,False
36,14,alphabeta,balanced,default,4,29,57,3,1,True,False,POTION,8,0,229,0,30,0.0,165,1.989,False
36,16,alphabeta,balanced,default,4,29,82,3,0,True,False,ATTACK,17,0,132,0,14,0.0,93,1.239,False
36,18,alphabeta,balanced,default,4,19,82,3,0,True,False,ATTACK,27,0,106,0,13,0.0,73,0.839,False
36,20,alphabeta,balanced,default,4,34,82,2,0,False,False,ATTACK,31,0,114,0,14,0.0,79,0.856,False
36,22,alphabeta,balanced,default,4,17,82,2,0,True,False,ATTACK,39,0,86,0,13,0.0,57,0.672,False
36,24,alphabeta,balanced,default,4,33,82,1,0,False,False,ATTACK,42,0,102,0,13,0.0,68,0.78,False
36,26,alphabeta,balanced,default,4,18,82,1,0,True,False,ATTACK,48,0,78,0,13,0.0,49,0.605,False
36,28,alphabeta,balanced,default,4,35,82,0,0,False,False,SPECIAL,1052,0,63,0,9,0.0,38,0.49,False
36,30,alphabeta,balanced,default,4,5,52,0,0,False,False,ATTACK,1052,0,8,0,2,0.0,4,0.071,True
37,2,alphabeta,balanced,default,4,100,85,3,3,False,False,ATTACK,-15,0,204,0,27,0.0,143,1.637,False
37,4,alphabeta,balanced,default,4,81,70,3,3,False,False,ATTACK,-11,0,234,0,31,0.0,167,1.707,False
37,6,alphabeta,balanced,default,4,62,54,3,3,False,False,ATTACK,-8,0,237,0,31,0.0,170,1.764,False
37,8,alphabeta,balanced,default,4,43,37,3,3,False,False,ATTACK,-3,0,234,0,30,0.0,168,1.709,False
37,10,alphabeta,balanced,default,4,28,37,3,3,True,False,POTION,9,0,248,0,31,0.0,180,1.8,False
37,12,alphabeta,balanced,default,4,28,62,3,2,True,False,POTION,24,0,240,0,34,0.0,172,1.718,False
37,14,alphabeta,balanced,default,4,28,87,3,1,True,False,ATTACK,33,0,211,0,30,0.0,147,1.509,False
37,16,alphabeta,balanced,default,4,18,87,3,1,True,False,ATTACK,43,0,140,0,25,0.0,92,1.022,False
37,18,alphabeta,balanced,default,4,35,87,2,1,False,False,ATTACK,45,0,188,0,28,0.0,129,1.343,False
37,20,alphabeta,balanced,default,4,18,87,2,1,True,False,ATTACK,53,0,140,0,25,0.0,92,1.013,False
37,22,alphabeta,balanced,default,4,34,87,1,1,False,False,ATTACK,56,0,177,0,28,0.0,118,1.644,False
37,24,alphabeta,balanced,default,4,18,87,1,1,True,False,ATTACK,63,0,129,0,25,0.0,81,1.434,False
37,26,alphabeta,balanced,default,4,33,87,0,1,False,False,ATTACK,1067,0,111,0,20,0.0,67,1.084,False
37,28,alphabeta,balanced,default,4,14,57,0,1,False,False,ATTACK,1067,0,33,0,7,0.0,19,0.319,True
38,2,alphabeta,balanced,default,4,100,83,3,3,False,False,ATTACK,-17,0,207,0,27,0.0,146,1.515,False
38,4,alphabeta,balanced,default,4,80,63,3,3,False,False,ATTACK,-17,0,234,0,31,0.0,167,1.688,False
38,6,alphabeta,balanced,default,4,61,46,3,3,False,False,POTION,-18,0,225,0,26,0.0,161,1.628,False
38,8,alphabeta,balanced,default,4,61,51,3,2,False,False,ATTACK,-20,0,237,0,31,0.0,170,1.722,False
38,10,alphabeta,balanced,default,4,45,32,3,2,False,False,ATTACK,-20,0,238,0,30,0.0,171,1.737,False
38,12,alphabeta,balanced,default,4,29,32,3,2,True,False,POTION,-7,0,257,0,31,0.0,187,2.778,False
38,14,alphabeta,balanced,default,4,29,57,3,1,True,False,POTION,8,0,229,0,30,0.0,165,3.009,False
38,16,alphabeta,balanced,default,4,29,82,3,0,True,False,ATTACK,17,0,132,0,14,0.0,93,0.998,False
38,18,alphabeta,balanced,default,4,19,82,3,0,True,False,ATTACK,27,0,106,0,13,0.0,73,0.794,False
38,20,alphabeta,balanced,default,4,34,82,2,0,False,False,ATTACK,31,0,114,0,14,0.0,79,0.852,False
38,22,alphabeta,balanced,default,4,40,82,1,0,False,False,ATTACK,35,0,128,0,14,0.0,88,0.961,False
38,24,alphabeta,balanced,default,4,21,82,1,0,True,False,ATTACK,45,0,98,0,13,0.0,65,0.74,False
38,26,alphabeta,balanced,default,4,38,82,0,0,False,False,SPECIAL,1052,0,73,0,10,0.0,45,0.564,False
38,28,alphabeta,balanced,default,4,8,52,0,0,False,False,ATTACK,1052,0,8,0,2,0.0,4,0.069,True
39,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,1.51,False
39,4,alphabeta,balanced,default,4,81,68,3,3,False,False,ATTACK,-13,0,234,0,31,0.0,167,1.719,False
39,6,alphabeta,balanced,default,4,64,53,3,3,False,False,ATTACK,-11,0,237,0,31,0.0,170,1.948,False
39,8,alphabeta,balanced,default,4,48,36,3,3,False,False,ATTACK,-9,0,234,0,30,0.0,168,1.718,False
39,10,alphabeta,balanced,default,4,33,21,3,3,False,False,POTION,-30,0,182,0,22,0.0,128,1.391,False
39,12,alphabeta,balanced,default,4,33,28,3,2,False,False,POTION,-18,0,203,0,25,0.0,145,1.53,False
39,14,alphabeta,balanced,default,4,33,35,3,1,False,False,ATTACK,-15,0,184,0,26,0.0,129,1.39,False
39,16,alphabeta,balanced,default,4,16,35,3,1,True,False,POTION,-1,0,152,0,25,0.0,104,1.163,False
39,18,alphabeta,balanced,default,4,16,60,3,0,True,False,ATTACK,8,0,86,0,13,0.0,57,0.67,False
39,20,alphabeta,balanced,default,4,31,60,2,0,False,False,ATTACK,12,0,110,0,13,0.0,76,0.849,False
39,22,alphabeta,balanced,default,4,40,60,1,0,False,False,ATTACK,13,0,128,0,14,0.0,88,0.943,False
39,24,alphabeta,balanced,default,4,21,60,1,0,True,False,ATTACK,23,0,98,0,13,0.0,65,0.721,False
39,26,alphabeta,balanced,default,4,38,60,0,0,False,False,SPECIAL,1030,0,73,0,10,0.0,45,0.578,False
39,28,alphabeta,balanced,default,4,8,30,0,0,False,False,ATTACK,1030,0,8,0,2,0.0,4,0.067,True
40,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.54,False
40,4,alphabeta,balanced,default,4,85,61,3,3,False,False,ATTACK,-24,0,222,0,29,0.0,158,1.616,False
40,6,alphabeta,balanced,default,4,68,43,3,3,False,False,POTION,-28,0,225,0,26,0.0,161,1.651,False
40,8,alphabeta,balanced,default,4,68,49,3,2,False,False,ATTACK,-29,0,237,0,31,0.0,170,1.733,False
40,10,alphabeta,balanced,default,4,50,29,3,2,False,False,POTION,-34,0,212,0,22,0.0,153,1.556,False
40,12,alphabeta,balanced,default,4,50,35,3,1,False,False,POTION,-38,0,191,0,24,0.0,133,1.433,False
40,14,alphabeta,balanced,default,4,50,40,3,0,False,False,SPECIAL,-49,0,127,0,11,0.0,88,0.935,False
40,16,alphabeta,balanced,default,4,20,10,3,0,False,False,ATTACK,-1032,0,35,0,5,0.0,21,0.266,True
41,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,2.191,False
41,4,alphabeta,balanced,default,4,83,64,3,3,False,False,ATTACK,-19,0,234,0,31,0.0,167,1.819,False
41,6,alphabeta,balanced,default,4,64,48,3,3,False,False,POTION,-19,0,225,0,26,0.0,161,1.79,False
41,8,alphabeta,balanced,default,4,64,55,3,2,False,False,ATTACK,-19,0,237,0,31,0.0,170,1.819,False
41,10,alphabeta,balanced,default,4,48,38,3,2,False,False,ATTACK,-17,0,234,0,30,0.0,168,1.791,False
41,12,alphabeta,balanced,default,4,32,23,3,2,False,False,POTION,-37,0,182,0,22,0.0,128,1.391,False
41,14,alphabeta,balanced,default,4,32,32,3,1,False,False,ATTACK,-17,0,188,0,26,0.0,132,1.412,False
41,16,alphabeta,balanced,default,4,39,32,2,1,False,False,ATTACK,-14,0,212,0,27,0.0,151,1.572,False
41,18,alphabeta,balanced,default,4,24,32,2,1,True,False,POTION,-2,0,202,0,26,0.0,144,1.469,False
41,20,alphabeta,balanced,default,4,24,57,2,0,True,False,ATTACK,7,0,106,0,13,0.0,73,0.788,False
41,22,alphabeta,balanced,default,4,40,57,1,0,False,False,ATTACK,10,0,128,0,14,0.0,88,0.935,False
41,24,alphabeta,balanced,default,4,24,57,1,0,True,False,ATTACK,17,0,98,0,13,0.0,65,0.716,False
41,26,alphabeta,balanced,default,4,39,57,0,0,False,False,SPECIAL,1027,0,73,0,10,0.0,45,0.539,False
41,28,alphabeta,balanced,default,4,9,27,0,0,False,False,ATTACK,1027,0,8,0,2,0.0,4,0.067,True
42,2,alphabeta,balanced,default,4,100,82,3,3,False,False,ATTACK,-18,0,207,0,27,0.0,146,1.515,False
42,4,alphabeta,balanced,default,4,84,67,3,3,False,False,ATTACK,-17,0,222,0,29,0.0,158,1.631,False
42,6,alphabeta,balanced,default,4,65,49,3,3,False,False,ATTACK,-16,0,237,0,31,0.0,170,2.681,False
42,8,alphabeta,balanced,default,4,47,32,3,3,False,False,ATTACK,-12,0,238,0,30,0.0,171,2.704,False
42,10,alphabeta,balanced,default,4,30,32,3,3,True,False,POTION,2,0,257,0,31,0.0,187,1.955,False
42,12,alphabeta,balanced,default,4,30,57,3,2,True,False,POTION,17,0,246,0,34,0.0,178,1.798,False
42,14,alphabeta,balanced,default,4,30,82,3,1,True,False,ATTACK,26,0,229,0,30,0.0,165,1.697,False
42,16,alphabeta,balanced,default,4,22,82,3,1,True,False,ATTACK,34,0,193,0,27,0.0,137,1.427,False
42,18,alphabeta,balanced,default,4,37,82,2,1,False,False,ATTACK,38,0,221,0,30,0.0,158,1.636,False
42,20,alphabeta,balanced,default,4,19,82,2,1,True,False,ATTACK,47,0,193,0,27,0.0,137,1.434,False
42,22,alphabeta,balanced,default,4,36,82,1,1,False,False,ATTACK,49,0,189,0,28,0.0,130,1.418,False
42,24,alphabeta,balanced,default,4,18,82,1,1,True,False,ATTACK,58,0,138,0,25,0.0,90,1.05,False
42,26,alphabeta,balanced,default,4,35,82,0,1,False,False,SPECIAL,1062,0,113,0,19,0.0,70,0.858,False
42,28,alphabeta,balanced,default,4,5,52,0,1,False,False,ATTACK,1062,0,17,0,5,0.0,8,0.15,True
43,2,alphabeta,balanced,default,4,100,81,3,3,False,False,ATTACK,-19,0,207,0,27,0.0,146,1.593,False
43,4,alphabeta,balanced,default,4,82,66,3,3,False,False,ATTACK,-16,0,234,0,31,0.0,167,1.795,False
43,6,alphabeta,balanced,default,4,67,49,3,3,False,False,ATTACK,-18,0,237,0,31,0.0,170,1.818,False
43,8,alphabeta,balanced,default,4,49,34,3,3,False,False,POTION,-18,0,203,0,27,0.0,142,1.565,False
43,10,alphabeta,balanced,default,4,49,43,3,2,False,False,POTION,-19,0,225,0,26,0.0,161,2.7,False
43,12,alphabeta,balanced,default,4,49,48,3,1,False,False,POTION,-24,0,213,0,23,0.0,152,2.106,False
43,14,alphabeta,balanced,default,4,49,56,3,0,False,False,ATTACK,-23,0,138,0,15,0.0,97,1.059,False
43,16,alphabeta,balanced,default,4,32,41,3,0,False,False,ATTACK,-18,0,110,0,13,0.0,76,0.856,False
43,18,alphabeta,balanced,default,4,16,41,3,0,True,False,ATTACK,-11,0,86,0,13,0.0,57,0.673,False
43,20,alphabeta,balanced,default,4,33,41,2,0,False,False,ATTACK,-9,0,110,0,13,0.0,76,0.859,False
43,22,alphabeta,balanced,default,4,17,41,2,0,True,False,ATTACK,-2,0,86,0,13,0.0,57,0.67,False
43,24,alphabeta,balanced,default,4,33,41,1,0,False,False,ATTACK,1,0,102,0,13,0.0,68,0.8,False
43,26,alphabeta,balanced,default,4,16,41,1,0,True,False,ATTACK,9,0,78,0,13,0.0,49,0.62,False
43,28,alphabeta,balanced,default,4,31,41,0,0,False,False,ATTACK,1011,0,63,0,9,0.0,38,0.499,False
43,30,alphabeta,balanced,default,4,13,11,0,0,False,False,ATTACK,1011,0,16,0,2,0.0,10,0.134,True
44,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,1.6,False
44,4,alphabeta,balanced,default,4,82,67,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,1.814,False
44,6,alphabeta,balanced,default,4,66,47,3,3,False,False,POTION,-22,0,225,0,26,0.0,161,1.738,False
44,8,alphabeta,balanced,default,4,66,54,3,2,False,False,ATTACK,-22,0,237,0,31,0.0,170,2.115,False
44,10,alphabeta,balanced,default,4,49,37,3,2,False,False,POTION,-25,0,206,0,27,0.0,145,1.608,False
44,12,alphabeta,balanced,default,4,49,44,3,1,False,False,POTION,-28,0,213,0,23,0.0,152,1.663,False
44,14,alphabeta,balanced,default,4,49,51,3,0,False,False,ATTACK,-28,0,138,0,15,0.0,97,1.112,False
44,16,alphabeta,balanced,default,4,31,33,3,0,False,False,ATTACK,-25,0,104,0,13,0.0,71,0.81,False
44,18,alphabeta,balanced,default,4,38,33,2,0,False,False,ATTACK,-22,0,121,0,15,0.0,84,0.954,False
44,20,alphabeta,balanced,default,4,19,33,2,0,True,False,ATTACK,-12,0,111,0,12,0.0,77,0.869,False
44,22,alphabeta,balanced,default,4,34,33,1,0,False,False,ATTACK,-8,0,100,0,14,0.0,66,0.794,False
44,24,alphabeta,balanced,default,4,19,33,1,0,True,False,ATTACK,-2,0,103,0,12,0.0,69,0.811,False
44,26,alphabeta,balanced,default,4,34,33,0,0,False,False,SPECIAL,1003,0,58,0,9,0.0,34,0.466,False
44,28,alphabeta,balanced,default,4,4,3,0,0,False,False,ATTACK,1003,0,5,0,1,0.0,3,0.046,True
45,2,alphabeta,balanced,default,4,100,82,3,3,False,False,ATTACK,-18,0,207,0,27,0.0,146,1.727,False
45,4,alphabeta,balanced,default,4,82,67,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,1.821,False
45,6,alphabeta,balanced,default,4,66,52,3,3,False,False,ATTACK,-14,0,237,0,31,0.0,170,1.863,False
45,8,alphabeta,balanced,default,4,51,34,3,3,False,False,POTION,-20,0,203,0,27,0.0,142,2.292,False
45,10,alphabeta,balanced,default,4,51,40,3,2,False,False,POTION,-24,0,225,0,26,0.0,161,2.287,False
45,12,alphabeta,balanced,default,4,51,45,3,1,False,False,POTION,-29,0,213,0,23,0.0,152,1.677,False
45,14,alphabeta,balanced,default,4,51,51,3,0,False,False,ATTACK,-30,0,138,0,15,0.0,97,1.086,False
45,16,alphabeta,balanced,default,4,31,36,3,0,False,False,ATTACK,-22,0,100,0,13,0.0,68,0.805,False
45,18,alphabeta,balanced,default,4,39,36,2,0,False,False,ATTACK,-20,0,117,0,14,0.0,81,0.941,False
45,20,alphabeta,balanced,default,4,21,36,2,0,True,False,ATTACK,-11,0,106,0,12,0.0,73,0.851,False
45,22,alphabeta,balanced,default,4,36,36,1,0,False,False,ATTACK,-7,0,96,0,14,0.0,63,0.775,False
45,24,alphabeta,balanced,default,4,18,36,1,0,True,False,ATTACK,2,0,78,0,13,0.0,49,0.635,False
45,26,alphabeta,balanced,default,4,35,36,0,0,False,False,SPECIAL,1006,0,55,0,9,0.0,32,0.453,False
45,28,alphabeta,balanced,default,4,5,6,0,0,False,False,ATTACK,1006,0,5,0,1,0.0,3,0.046,True
46,2,alphabeta,balanced,default,4,100,83,3,3,False,False,ATTACK,-17,0,207,0,27,0.0,146,1.744,False
46,4,alphabeta,balanced,default,4,84,65,3,3,False,False,ATTACK,-19,0,222,0,29,0.0,158,1.77,False
46,6,alphabeta,balanced,default,4,64,46,3,3,False,False,POTION,-21,0,225,0,26,0.0,161,1.767,False
46,8,alphabeta,balanced,default,4,64,53,3,2,False,False,ATTACK,-21,0,237,0,31,0.0,170,1.86,False
46,10,alphabeta,balanced,default,4,45,33,3,2,False,False,ATTACK,-19,0,238,0,30,0.0,171,1.882,False
46,12,alphabeta,balanced,default,4,30,33,3,2,True,False,POTION,-7,0,257,0,31,0.0,187,2.036,False
46,14,alphabeta,balanced,default,4,30,58,3,1,True,False,POTION,8,0,229,0,30,0.0,165,1.804,False
46,16,alphabeta,balanced,default,4,30,83,3,0,True,False,ATTACK,17,0,132,0,14,0.0,93,1.588,False
46,18,alphabeta,balanced,default,4,22,83,3,0,True,False,ATTACK,25,0,106,0,13,0.0,73,0.904,False
46,20,alphabeta,balanced,default,4,38,83,2,0,False,False,ATTACK,28,0,127,0,15,0.0,89,1.535,False
46,22,alphabeta,balanced,default,4,21,83,2,0,True,False,ATTACK,36,0,106,0,13,0.0,73,0.908,False
46,24,alphabeta,balanced,default,4,36,83,1,0,False,False,ATTACK,40,0,106,0,14,0.0,71,1.029,False
46,26,alphabeta,balanced,default,4,21,83,1,0,True,False,ATTACK,46,0,98,0,13,0.0,65,0.84,False
46,28,alphabeta,balanced,default,4,37,83,0,0,False,False,SPECIAL,1053,0,73,0,10,0.0,45,0.618,False
46,30,alphabeta,balanced,default,4,7,53,0,0,False,False,ATTACK,1053,0,8,0,2,0.0,4,0.078,True
47,2,alphabeta,balanced,default,4,100,83,3,3,False,False,ATTACK,-17,0,207,0,27,0.0,146,1.754,False
47,4,alphabeta,balanced,default,4,83,68,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,2.017,False
47,6,alphabeta,balanced,default,4,66,52,3,3,False,False,ATTACK,-14,0,237,0,31,0.0,170,2.001,False
47,8,alphabeta,balanced,default,4,50,34,3,3,False,False,POTION,-19,0,203,0,27,0.0,142,1.723,False
47,10,alphabeta,balanced,default,4,50,41,3,2,False,False,POTION,-22,0,225,0,26,0.0,161,1.907,False
47,12,alphabeta,balanced,default,4,50,47,3,1,False,False,POTION,-26,0,213,0,23,0.0,152,1.809,False
47,14,alphabeta,balanced,default,4,50,55,3,0,False,False,ATTACK,-25,0,138,0,15,0.0,97,1.19,False
47,16,alphabeta,balanced,default,4,34,37,3,0,False,False,ATTACK,-24,0,104,0,14,0.0,71,0.884,False
47,18,alphabeta,balanced,default,4,19,37,3,0,True,False,ATTACK,-18,0,106,0,12,0.0,73,0.9,False
47,20,alphabeta,balanced,default,4,36,37,2,0,False,False,ATTACK,-16,0,104,0,14,0.0,71,0.889,False
47,22,alphabeta,balanced,default,4,21,37,2,0,True,False,ATTACK,-10,0,106,0,12,0.0,73,0.901,False
47,24,alphabeta,balanced,default,4,38,37,1,0,False,False,ATTACK,-8,0,109,0,14,0.0,73,0.928,False
47,26,alphabeta,balanced,default,4,22,37,1,0,True,False,ATTACK,-1,0,98,0,12,0.0,65,0.839,False
47,28,alphabeta,balanced,default,4,37,37,0,0,False,False,SPECIAL,1007,0,65,0,9,0.0,39,0.573,False
47,30,alphabeta,balanced,default,4,7,7,0,0,False,False,ATTACK,1007,0,5,0,1,0.0,3,0.05,True
48,2,alphabeta,balanced,default,4,100,82,3,3,False,False,ATTACK,-18,0,207,0,27,0.0,146,1.731,False
48,4,alphabeta,balanced,default,4,83,64,3,3,False,False,ATTACK,-19,0,234,0,31,0.0,167,1.974,False
48,6,alphabeta,balanced,default,4,64,44,3,3,False,False,POTION,-23,0,225,0,26,0.0,161,2.221,False
48,8,alphabeta,balanced,default,4,64,50,3,2,False,False,ATTACK,-24,0,237,0,31,0.0,170,1.935,False
48,10,alphabeta,balanced,default,4,49,33,3,2,False,False,POTION,-29,0,207,0,27,0.0,145,1.805,False
48,12,alphabeta,balanced,default,4,49,41,3,1,False,False,POTION,-31,0,213,0,23,0.0,152,1.765,False
48,14,alphabeta,balanced,default,4,49,49,3,0,False,False,ATTACK,-30,0,138,0,15,0.0,97,1.138,False
48,16,alphabeta,balanced,default,4,34,32,3,0,False,False,ATTACK,-29,0,108,0,14,0.0,74,0.899,False
48,18,alphabeta,balanced,default,4,39,32,2,0,False,False,ATTACK,-24,0,121,0,15,0.0,84,1.004,False
48,20,alphabeta,balanced,default,4,21,32,2,0,True,False,ATTACK,-15,0,111,0,12,0.0,77,0.933,False
48,22,alphabeta,balanced,default,4,37,32,1,0,False,False,ATTACK,-12,0,113,0,15,0.0,76,0.941,False
48,24,alphabeta,balanced,default,4,20,32,1,0,True,False,ATTACK,-4,0,103,0,12,0.0,69,0.869,False
48,26,alphabeta,balanced,default,4,36,32,0,0,False,False,SPECIAL,1002,0,58,0,9,0.0,34,0.49,False
48,28,alphabeta,balanced,default,4,6,2,0,0,False,False,ATTACK,1002,0,5,0,1,0.0,3,0.048,True
49,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,1.68,False
49,4,alphabeta,balanced,default,4,83,66,3,3,False,False,ATTACK,-17,0,234,0,31,0.0,167,2.002,False
49,6,alphabeta,balanced,default,4,66,46,3,3,False,False,POTION,-23,0,225,0,26,0.0,161,1.761,False
49,8,alphabeta,balanced,default,4,66,54,3,2,False,False,ATTACK,-22,0,237,0,31,0.0,170,1.777,False
49,10,alphabeta,balanced,default,4,47,38,3,2,False,False,ATTACK,-16,0,234,0,30,0.0,168,1.794,False
49,12,alphabeta,balanced,default,4,27,38,3,2,True,False,POTION,1,0,228,0,31,0.0,164,1.753,False
49,14,alphabeta,balanced,default,4,27,63,3,1,True,False,POTION,16,0,211,0,28,0.0,151,1.565,False
49,16,alphabeta,balanced,default,4,27,88,3,0,True,False,ATTACK,25,0,119,0,13,0.0,83,0.883,False
49,18,alphabeta,balanced,default,4,18,88,3,0,True,False,ATTACK,34,0,86,0,13,0.0,57,0.653,False
49,20,alphabeta,balanced,default,4,33,88,2,0,False,False,ATTACK,38,0,110,0,13,0.0,76,0.829,False
49,22,alphabeta,balanced,default,4,18,88,2,0,True,False,ATTACK,44,0,86,0,13,0.0,57,0.806,False
49,24,alphabeta,balanced,default,4,34,88,1,0,False,False,ATTACK,47,0,106,0,14,0.0,71,1.152,False
49,26,alphabeta,balanced,default,4,16,88,1,0,True,False,ATTACK,56,0,78,0,13,0.0,49,0.709,False
49,28,alphabeta,balanced,default,4,32,88,0,0,False,False,ATTACK,1058,0,63,0,9,0.0,38,0.53,False
49,30,alphabeta,balanced,default,4,14,58,0,0,False,False,ATTACK,1058,0,15,0,3,0.0,9,0.131,True
50,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.743,False
50,4,alphabeta,balanced,default,4,82,62,3,3,False,False,ATTACK,-20,0,234,0,31,0.0,167,1.755,False
50,6,alphabeta,balanced,default,4,64,45,3,3,False,False,POTION,-22,0,225,0,26,0.0,161,1.677,False
50,8,alphabeta,balanced,default,4,64,51,3,2,False,False,ATTACK,-23,0,237,0,31,0.0,170,1.757,False
50,10,alphabeta,balanced,default,4,47,33,3,2,False,False,ATTACK,-21,0,238,0,30,0.0,171,1.909,False
50,12,alphabeta,balanced,default,4,32,16,3,2,False,False,POTION,-44,0,129,0,16,0.0,88,0.973,False
50,14,alphabeta,balanced,default,4,32,21,3,1,False,False,POTION,-55,0,175,0,21,0.0,122,1.318,False
50,16,alphabeta,balanced,default,4,32,16,3,0,False,False,DEFEND,-1032,0,51,0,7,0.0,31,0.401,False
50,18,alphabeta,balanced,default,4,32,6,3,0,False,False,SPECIAL,-1032,0,38,0,6,0.0,24,0.296,True
51,2,alphabeta,balanced,default,4,100,81,3,3,False,False,ATTACK,-19,0,207,0,27,0.0,146,1.536,False
51,4,alphabeta,balanced,default,4,81,62,3,3,False,False,ATTACK,-19,0,234,0,31,0.0,167,1.759,False
51,6,alphabeta,balanced,default,4,66,46,3,3,False,False,POTION,-23,0,225,0,26,0.0,161,1.654,False
51,8,alphabeta,balanced,default,4,66,55,3,2,False,False,ATTACK,-21,0,237,0,31,0.0,170,1.808,False
51,10,alphabeta,balanced,default,4,49,37,3,2,False,False,POTION,-25,0,206,0,27,0.0,145,2.453,False
51,12,alphabeta,balanced,default,4,49,43,3,1,False,False,POTION,-29,0,213,0,23,0.0,152,1.58,False
51,14,alphabeta,balanced,default,4,49,52,3,0,False,False,ATTACK,-27,0,138,0,15,0.0,97,1.041,False
51,16,alphabeta,balanced,default,4,30,52,3,0,True,False,ATTACK,-14,0,132,0,14,0.0,93,1.063,False
51,18,alphabeta,balanced,default,4,22,52,3,0,True,False,ATTACK,-6,0,106,0,13,0.0,73,0.809,False
51,20,alphabeta,balanced,default,4,39,52,2,0,False,False,ATTACK,-4,0,127,0,15,0.0,89,0.96,False
51,22,alphabeta,balanced,default,4,21,52,2,0,True,False,ATTACK,5,0,106,0,13,0.0,73,0.8,False
51,24,alphabeta,balanced,default,4,38,52,1,0,False,False,ATTACK,7,0,119,0,15,0.0,81,0.885,False
51,26,alphabeta,balanced,default,4,18,52,1,0,True,False,ATTACK,18,0,78,0,13,0.0,49,0.594,False
51,28,alphabeta,balanced,default,4,35,52,0,0,False,False,SPECIAL,1022,0,63,0,9,0.0,38,0.485,False
51,30,alphabeta,balanced,default,4,5,22,0,0,False,False,ATTACK,1022,0,8,0,2,0.0,4,0.068,True
52,2,alphabeta,balanced,default,4,100,81,3,3,False,False,ATTACK,-19,0,207,0,27,0.0,146,1.512,False
52,4,alphabeta,balanced,default,4,84,61,3,3,False,False,ATTACK,-23,0,222,0,29,0.0,158,1.837,False
52,6,alphabeta,balanced,default,4,65,42,3,3,False,False,POTION,-26,0,225,0,26,0.0,161,1.635,False
